,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
95302,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,41,1506,5,5,5,0,0.0
95303,Male,Loyal Customer,Business travel,Business,satisfied,40,3032,4,4,3,53,36.0
95304,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,40,633,4,4,4,18,16.0
95305,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,39,620,3,3,2,35,6.0
95306,Female,Loyal Customer,Business travel,Business,satisfied,41,3945,5,5,3,0,23.0
95307,Female,Loyal Customer,Business travel,Business,satisfied,25,1389,4,5,4,0,0.0
95308,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,76,789,2,4,2,120,112.0
95309,Male,Loyal Customer,Business travel,Eco,satisfied,33,854,5,4,5,82,68.0
95310,Male,Loyal Customer,Business travel,Eco,satisfied,43,2404,4,5,4,0,0.0
95311,Male,Loyal Customer,Personal Travel,Eco,satisfied,59,247,3,2,3,0,0.0
95312,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,883,2,5,2,61,44.0
95313,Female,Loyal Customer,Business travel,Business,satisfied,44,2876,4,5,4,134,117.0
95314,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,51,304,3,3,3,25,11.0
95315,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,719,2,5,2,2,0.0
95316,Male,Loyal Customer,Business travel,Business,satisfied,59,1744,5,5,4,8,0.0
95317,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,34,2409,4,3,3,0,8.0
95318,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,164,4,4,5,0,0.0
95319,Female,Loyal Customer,Business travel,Eco,satisfied,57,1107,4,4,5,0,0.0
95320,Male,Loyal Customer,Business travel,Business,satisfied,36,342,5,5,5,0,0.0
95321,Male,Loyal Customer,Business travel,Business,satisfied,62,1616,5,5,5,13,11.0
95322,Female,disloyal Customer,Business travel,Business,satisfied,25,666,3,5,5,153,137.0
95323,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,1640,2,2,2,4,0.0
95324,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,65,606,3,3,4,18,57.0
95325,Female,Loyal Customer,Business travel,Business,satisfied,36,337,3,3,5,0,0.0
95326,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,395,1,5,1,0,0.0
95327,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,130,4,4,2,0,0.0
95328,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,164,1,4,1,0,0.0
95329,Female,disloyal Customer,Business travel,Business,satisfied,25,1068,3,4,3,0,0.0
95330,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,31,641,3,3,3,82,114.0
95331,Male,Loyal Customer,Business travel,Business,satisfied,52,802,5,5,3,0,0.0
95332,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,909,2,4,2,0,0.0
95333,Male,Loyal Customer,Business travel,Business,satisfied,51,293,5,5,3,25,36.0
95334,Male,Loyal Customer,Business travel,Business,satisfied,28,820,4,1,4,0,2.0
95335,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,49,402,2,4,2,0,0.0
95336,Male,Loyal Customer,Business travel,Business,satisfied,42,2026,4,4,2,0,0.0
95337,Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,44,2288,5,4,1,3,73.0
95338,Female,Loyal Customer,Business travel,Business,satisfied,32,717,5,5,5,37,39.0
95339,Male,Loyal Customer,Business travel,Business,satisfied,38,692,4,4,1,18,41.0
95340,Male,Loyal Customer,Business travel,Business,satisfied,31,544,5,5,5,0,0.0
95341,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,34,812,1,4,1,7,11.0
95342,Female,Loyal Customer,Business travel,Business,satisfied,50,2035,5,4,5,0,34.0
95343,Male,disloyal Customer,Business travel,Eco,satisfied,21,383,3,5,3,0,0.0
95344,Female,Loyal Customer,Business travel,Business,satisfied,65,3891,5,5,4,0,0.0
95345,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,34,3916,3,3,3,1,21.0
95346,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,197,4,2,4,0,11.0
95347,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,507,3,4,3,0,0.0
95348,Male,Loyal Customer,Business travel,Business,satisfied,37,3385,4,4,4,0,0.0
95349,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,29,1235,5,4,5,0,2.0
95350,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,990,3,4,3,294,316.0
95351,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,23,862,1,4,1,30,32.0
95352,Female,Loyal Customer,Personal Travel,Eco,satisfied,10,799,2,2,2,14,0.0
95353,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,364,4,4,4,0,0.0
95354,Male,Loyal Customer,Business travel,Eco,satisfied,49,305,4,1,4,0,0.0
95355,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,577,2,2,3,6,12.0
95356,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,515,1,5,1,0,0.0
95357,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,590,5,4,5,0,0.0
95358,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,2704,1,3,4,160,181.0
95359,Female,Loyal Customer,Business travel,Business,satisfied,55,1426,4,4,3,0,0.0
95360,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,46,2115,3,3,4,27,27.0
95361,Male,Loyal Customer,Business travel,Business,satisfied,56,173,3,5,5,0,3.0
95362,Male,disloyal Customer,Business travel,Business,satisfied,25,1587,4,5,3,152,165.0
95363,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,399,4,4,3,5,10.0
95364,Female,Loyal Customer,Business travel,Business,satisfied,24,631,4,4,4,0,6.0
95365,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,349,5,5,5,60,51.0
95366,Male,Loyal Customer,Business travel,Eco,satisfied,53,551,4,1,4,65,78.0
95367,Male,Loyal Customer,Business travel,Business,satisfied,60,3171,5,5,3,0,0.0
95368,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,370,5,3,5,17,46.0
95369,Female,Loyal Customer,Business travel,Business,satisfied,40,3187,4,4,4,0,0.0
95370,Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,55,107,3,4,3,0,0.0
95371,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,1846,1,5,1,0,11.0
95372,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,846,1,4,1,5,0.0
95373,Male,Loyal Customer,Personal Travel,Eco,satisfied,13,577,2,5,2,0,0.0
95374,Female,Loyal Customer,Business travel,Eco,satisfied,56,296,4,4,4,114,116.0
95375,Male,Loyal Customer,Business travel,Business,satisfied,59,2746,5,5,3,0,0.0
95376,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,48,1066,2,4,2,13,4.0
95377,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,46,3252,2,2,1,77,61.0
95378,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,56,422,5,5,3,0,0.0
95379,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,273,2,4,2,0,14.0
95380,Female,Loyal Customer,Business travel,Business,satisfied,44,989,5,5,4,31,32.0
95381,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,37,290,3,4,3,45,38.0
95382,Female,Loyal Customer,Business travel,Business,satisfied,47,3314,5,5,3,0,7.0
95383,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,48,289,1,3,1,5,19.0
95384,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,1021,3,1,3,0,0.0
95385,Male,disloyal Customer,Business travel,Business,satisfied,23,903,2,4,2,47,47.0
95386,Female,Loyal Customer,Business travel,Business,satisfied,22,1546,3,5,3,103,117.0
95387,Male,Loyal Customer,Business travel,Business,satisfied,48,1005,5,5,4,6,4.0
95388,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,40,2446,1,5,3,0,35.0
95389,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,247,2,3,2,0,0.0
95390,Male,Loyal Customer,Business travel,Business,satisfied,43,461,4,4,5,0,0.0
95391,Male,Loyal Customer,Business travel,Business,satisfied,49,1428,5,5,2,0,0.0
95392,Female,Loyal Customer,Business travel,Business,satisfied,49,1389,4,4,5,0,0.0
95393,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,594,5,3,5,8,0.0
95394,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,764,2,3,2,0,0.0
95395,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,109,1,2,1,0,0.0
95396,Female,Loyal Customer,Business travel,Business,satisfied,39,2586,5,5,5,0,1.0
95397,Female,Loyal Customer,Business travel,Business,satisfied,57,2609,5,5,5,0,0.0
95398,Female,Loyal Customer,Business travel,Business,satisfied,27,3169,2,1,2,49,34.0
95399,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,16,331,1,4,1,0,0.0
95400,Female,Loyal Customer,Business travel,Business,satisfied,31,2920,5,3,5,19,20.0
95401,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,3953,3,3,3,10,5.0
95402,Female,Loyal Customer,Business travel,Eco Plus,satisfied,50,692,5,5,4,0,0.0
95403,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,503,3,4,3,3,10.0
95404,Female,Loyal Customer,Business travel,Business,satisfied,55,1192,5,5,5,0,0.0
95405,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,925,5,5,5,44,36.0
95406,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,44,365,3,4,3,0,0.0
95407,Male,disloyal Customer,Business travel,Business,satisfied,25,1404,1,5,1,0,0.0
95408,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,867,5,4,5,69,81.0
95409,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,42,529,4,2,4,0,4.0
95410,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,54,967,2,2,3,27,35.0
95411,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,70,1521,5,5,3,0,0.0
95412,Female,Loyal Customer,Personal Travel,Eco,satisfied,60,255,2,2,3,0,7.0
95413,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,534,2,5,2,0,0.0
95414,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,726,5,3,5,0,0.0
95415,Male,Loyal Customer,Business travel,Business,satisfied,58,1744,5,5,5,7,0.0
95416,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,63,199,1,1,3,37,20.0
95417,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,227,5,5,5,0,0.0
95418,Female,Loyal Customer,Business travel,Business,satisfied,52,3397,5,5,5,0,0.0
95419,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,28,423,4,5,4,0,0.0
95420,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,30,723,3,3,3,19,20.0
95421,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,157,4,4,4,0,23.0
95422,Female,Loyal Customer,Business travel,Business,satisfied,49,1211,5,5,4,138,142.0
95423,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,14,3351,3,3,3,0,0.0
95424,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,59,237,2,2,3,0,0.0
95425,Female,Loyal Customer,Business travel,Business,satisfied,23,1428,4,4,4,0,0.0
95426,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,1041,5,3,5,71,62.0
95427,Male,Loyal Customer,Business travel,Business,satisfied,49,1605,5,5,4,0,0.0
95428,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,48,577,4,4,4,8,1.0
95429,Male,Loyal Customer,Business travel,Business,satisfied,38,1312,5,5,5,0,65.0
95430,Female,Loyal Customer,Business travel,Eco Plus,satisfied,42,101,4,4,2,0,0.0
95431,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,874,3,4,3,0,2.0
95432,Male,Loyal Customer,Business travel,Business,satisfied,45,236,4,4,4,0,0.0
95433,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,1124,4,3,4,5,11.0
95434,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,28,534,3,3,3,0,0.0
95435,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,14,489,5,4,5,76,70.0
95436,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,45,1464,3,4,3,49,41.0
95437,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,370,4,1,4,0,0.0
95438,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,50,1215,5,1,4,0,0.0
95439,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,147,2,3,2,0,5.0
95440,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,55,444,4,4,1,5,29.0
95441,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,41,1024,5,5,5,4,0.0
95442,Male,Loyal Customer,Business travel,Business,satisfied,34,1242,3,3,3,0,0.0
95443,Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,12,925,3,3,3,0,0.0
95444,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,399,2,3,2,2,0.0
95445,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,1076,2,2,1,0,0.0
95446,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,14,532,1,5,1,0,0.0
95447,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,544,3,1,3,0,5.0
95448,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,75,125,3,3,3,0,0.0
95449,Male,Loyal Customer,Business travel,Eco,satisfied,56,150,5,1,5,0,0.0
95450,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,62,194,3,3,1,3,7.0
95451,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,671,4,4,4,0,0.0
95452,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,152,3,4,2,27,31.0
95453,Male,Loyal Customer,Business travel,Business,satisfied,36,157,4,5,2,107,97.0
95454,Male,Loyal Customer,Business travel,Business,satisfied,60,2790,2,2,5,0,0.0
95455,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,38,2071,1,1,2,18,0.0
95456,Male,Loyal Customer,Business travel,Business,satisfied,42,1516,2,2,3,8,0.0
95457,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,930,3,4,3,3,18.0
95458,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,26,581,3,4,3,7,4.0
95459,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,53,224,3,3,4,0,0.0
95460,Male,Loyal Customer,Business travel,Business,satisfied,59,1587,4,4,4,1,0.0
95461,Female,Loyal Customer,Business travel,Eco,satisfied,46,373,1,4,5,226,217.0
95462,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,289,5,4,5,0,6.0
95463,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,1590,3,1,4,0,12.0
95464,Male,Loyal Customer,Business travel,Eco Plus,satisfied,40,799,5,1,5,0,0.0
95465,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,248,2,5,2,0,0.0
95466,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,51,599,1,4,1,0,0.0
95467,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,720,3,3,4,0,6.0
95468,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,14,1089,5,5,5,0,0.0
95469,Male,Loyal Customer,Business travel,Business,satisfied,27,2039,4,1,4,92,87.0
95470,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,349,1,4,1,10,16.0
95471,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,46,594,1,1,2,0,0.0
95472,Female,disloyal Customer,Business travel,Business,satisfied,22,646,5,5,5,6,20.0
95473,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,406,3,3,4,0,0.0
95474,Female,Loyal Customer,Business travel,Business,satisfied,34,2808,4,4,4,0,0.0
95475,Male,Loyal Customer,Business travel,Eco,satisfied,23,867,4,2,4,0,3.0
95476,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,515,1,5,1,0,0.0
95477,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,1608,2,5,2,0,0.0
95478,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,481,4,4,4,0,0.0
95479,Female,Loyal Customer,Business travel,Business,satisfied,27,610,5,3,5,0,0.0
95480,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,1249,4,4,1,0,0.0
95481,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,32,903,3,4,3,57,40.0
95482,Male,Loyal Customer,Business travel,Business,satisfied,46,2723,4,4,5,0,11.0
95483,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,338,2,5,2,39,26.0
95484,Male,Loyal Customer,Personal Travel,Eco,satisfied,20,173,3,4,3,0,0.0
95485,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,728,4,5,4,0,0.0
95486,Male,Loyal Customer,Business travel,Business,satisfied,39,589,4,4,1,0,2.0
95487,Female,Loyal Customer,Business travel,Business,satisfied,26,606,4,5,4,10,9.0
95488,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,685,3,5,3,42,34.0
95489,Male,Loyal Customer,Business travel,Business,satisfied,36,2158,4,4,3,4,0.0
95490,Male,Loyal Customer,Business travel,Business,satisfied,42,678,4,5,5,74,138.0
95491,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,39,1598,3,3,3,3,0.0
95492,Female,Loyal Customer,Business travel,Business,satisfied,54,357,4,4,5,0,0.0
95493,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,46,2805,2,2,3,96,111.0
95494,Male,Loyal Customer,Business travel,Business,satisfied,37,479,4,4,4,10,1.0
95495,Female,Loyal Customer,Business travel,Business,satisfied,43,3596,5,5,5,4,10.0
95496,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,735,2,4,2,3,0.0
95497,Male,disloyal Customer,Business travel,Eco,satisfied,21,399,4,4,4,13,14.0
95498,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,1390,3,4,3,28,28.0
95499,Female,Loyal Customer,Business travel,Business,satisfied,54,728,4,4,4,0,0.0
95500,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,850,5,5,5,0,19.0
95501,Female,Loyal Customer,Personal Travel,Eco,satisfied,52,1825,2,2,5,0,0.0
95502,Female,Loyal Customer,Business travel,Business,satisfied,28,3179,5,5,5,0,0.0
95503,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,58,363,4,4,2,0,0.0
95504,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,51,1121,2,3,2,52,69.0
95505,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,2454,4,3,1,0,5.0
95506,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,57,729,1,3,1,25,17.0
95507,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,53,414,1,3,1,12,2.0
95508,Female,Loyal Customer,Business travel,Business,satisfied,56,2815,4,4,4,0,1.0
95509,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,23,383,2,2,2,1,15.0
95510,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,9,1048,5,4,5,38,28.0
95511,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,33,751,2,2,2,48,51.0
95512,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,43,1212,2,2,2,9,1.0
95513,Male,Loyal Customer,Business travel,Business,satisfied,37,632,4,4,4,0,0.0
95514,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,1389,5,4,5,0,0.0
95515,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,328,2,4,2,0,0.0
95516,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,1651,3,3,2,0,0.0
95517,Male,Loyal Customer,Business travel,Business,satisfied,55,3546,4,4,3,0,0.0
95518,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,51,196,3,3,4,20,22.0
95519,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,14,327,2,5,2,24,23.0
95520,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,1222,4,4,4,3,0.0
95521,Female,Loyal Customer,Business travel,Eco,satisfied,55,954,4,4,2,30,19.0
95522,Male,Loyal Customer,Business travel,Business,satisfied,20,542,5,3,5,0,0.0
95523,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,531,3,3,3,0,0.0
95524,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,26,1346,2,5,2,0,0.0
95525,Male,Loyal Customer,Business travel,Business,satisfied,48,175,5,5,3,11,6.0
95526,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,29,2248,3,3,2,12,25.0
95527,Male,Loyal Customer,Business travel,Business,satisfied,55,3381,5,5,5,0,6.0
95528,Female,Loyal Customer,Personal Travel,Eco,satisfied,45,1024,3,1,4,0,0.0
95529,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,32,641,3,3,3,4,10.0
95530,Female,Loyal Customer,Business travel,Business,satisfied,44,1235,4,4,4,8,0.0
95531,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,874,2,4,2,0,4.0
95532,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,1180,4,4,4,0,0.0
95533,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,1607,5,5,5,41,20.0
95534,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,41,1587,4,3,4,0,0.0
95535,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,226,1,4,1,0,0.0
95536,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,38,1888,2,2,3,0,0.0
95537,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,55,679,5,5,3,46,44.0
95538,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,528,1,4,1,0,0.0
95539,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,399,2,4,2,20,0.0
95540,Female,Loyal Customer,Business travel,Eco,satisfied,46,925,5,5,5,31,34.0
95541,Female,Loyal Customer,Business travel,Business,satisfied,45,1833,5,5,3,0,0.0
95542,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,77,290,2,2,3,0,0.0
95543,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,399,3,4,3,0,6.0
95544,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,1226,4,4,4,0,0.0
95545,Male,Loyal Customer,Business travel,Business,satisfied,43,2454,3,5,4,0,18.0
95546,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,453,3,4,3,0,0.0
95547,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,53,534,2,2,3,32,20.0
95548,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,68,1162,4,2,4,0,0.0
95549,Male,Loyal Customer,Business travel,Eco,satisfied,43,425,5,3,5,0,0.0
95550,Male,Loyal Customer,Personal Travel,Eco,satisfied,32,1481,5,3,5,0,0.0
95551,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,70,785,1,2,1,0,0.0
95552,Male,Loyal Customer,Business travel,Business,satisfied,27,3797,3,3,3,0,0.0
95553,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,550,4,4,4,0,0.0
95554,Female,Loyal Customer,Business travel,Business,satisfied,56,2701,3,3,3,0,0.0
95555,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,49,1984,5,4,5,0,0.0
95556,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,13,135,1,5,1,42,125.0
95557,Female,Loyal Customer,Business travel,Eco,satisfied,46,262,2,2,4,0,6.0
95558,Male,Loyal Customer,Business travel,Business,satisfied,37,1821,4,4,5,5,11.0
95559,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,806,2,3,2,0,0.0
95560,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,793,4,4,4,8,0.0
95561,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,590,3,3,3,0,0.0
95562,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,32,208,2,3,2,116,
95563,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,431,4,4,4,0,0.0
95564,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,150,5,4,5,0,0.0
95565,Male,Loyal Customer,Business travel,Business,satisfied,72,2721,2,2,3,0,0.0
95566,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,31,1107,4,2,4,57,42.0
95567,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,725,5,3,5,0,6.0
95568,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,546,2,2,2,0,0.0
95569,Male,disloyal Customer,Business travel,Business,satisfied,54,1005,5,4,5,0,0.0
95570,Male,Loyal Customer,Business travel,Business,satisfied,55,184,4,4,3,0,0.0
95571,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,53,422,5,5,5,0,0.0
95572,Male,Loyal Customer,Business travel,Eco,satisfied,33,301,5,5,5,3,0.0
95573,Male,Loyal Customer,Business travel,Business,satisfied,41,1810,4,4,5,0,0.0
95574,Female,Loyal Customer,Business travel,Business,satisfied,22,2552,1,5,1,22,2.0
95575,Female,Loyal Customer,Business travel,Eco Plus,satisfied,71,355,4,4,4,0,0.0
95576,Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,29,1535,3,4,3,12,0.0
95577,Female,Loyal Customer,Business travel,Business,satisfied,46,483,4,4,4,0,0.0
95578,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,17,630,5,4,5,0,0.0
95579,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,32,759,5,5,5,15,6.0
95580,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,63,272,3,4,3,0,0.0
95581,Male,Loyal Customer,Business travel,Business,satisfied,41,1831,4,4,1,20,15.0
95582,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,158,1,5,1,0,0.0
95583,Female,Loyal Customer,Business travel,Business,satisfied,45,837,4,4,4,6,2.0
95584,Female,Loyal Customer,Business travel,Business,satisfied,46,3017,4,4,3,12,3.0
95585,Male,Loyal Customer,Business travel,Business,satisfied,43,3112,5,5,3,76,68.0
95586,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,383,4,5,4,9,1.0
95587,Male,Loyal Customer,Business travel,Business,satisfied,39,1898,2,5,3,0,0.0
95588,Male,Loyal Customer,Business travel,Business,satisfied,45,846,3,3,5,0,0.0
95589,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,862,4,4,4,21,10.0
